PING 8.8.8.8 (8.8.8.8) 1400(1428) bytes of data.
1408 bytes from 8.8.8.8: icmp_seq=356 ttl=117 time=35.4 ms
1408 bytes from 8.8.8.8: icmp_seq=357 ttl=117 time=54.0 ms
1408 bytes from 8.8.8.8: icmp_seq=358 ttl=117 time=34.9 ms
1408 bytes from 8.8.8.8: icmp_seq=359 ttl=117 time=90.5 ms
1408 bytes from 8.8.8.8: icmp_seq=360 ttl=117 time=50.2 ms
1408 bytes from 8.8.8.8: icmp_seq=361 ttl=117 time=44.2 ms
1408 bytes from 8.8.8.8: icmp_seq=362 ttl=117 time=61.4 ms
1408 bytes from 8.8.8.8: icmp_seq=363 ttl=117 time=37.7 ms
1408 bytes from 8.8.8.8: icmp_seq=364 ttl=117 time=291 ms
1408 bytes from 8.8.8.8: icmp_seq=365 ttl=117 time=95.2 ms
1408 bytes from 8.8.8.8: icmp_seq=366 ttl=117 time=68.9 ms
1408 bytes from 8.8.8.8: icmp_seq=367 ttl=117 time=48.5 ms
1408 bytes from 8.8.8.8: icmp_seq=368 ttl=117 time=40.4 ms
1408 bytes from 8.8.8.8: icmp_seq=369 ttl=117 time=52.3 ms
1408 bytes from 8.8.8.8: icmp_seq=370 ttl=117 time=48.2 ms
1408 bytes from 8.8.8.8: icmp_seq=371 ttl=117 time=72.1 ms
1408 bytes from 8.8.8.8: icmp_seq=372 ttl=117 time=50.7 ms
1408 bytes from 8.8.8.8: icmp_seq=373 ttl=117 time=90.2 ms
1408 bytes from 8.8.8.8: icmp_seq=374 ttl=117 time=49.1 ms
1408 bytes from 8.8.8.8: icmp_seq=375 ttl=117 time=41.4 ms
1408 bytes from 8.8.8.8: icmp_seq=376 ttl=117 time=47.0 ms
1408 bytes from 8.8.8.8: icmp_seq=377 ttl=117 time=39.3 ms
1408 bytes from 8.8.8.8: icmp_seq=378 ttl=117 time=38.1 ms
1408 bytes from 8.8.8.8: icmp_seq=379 ttl=117 time=37.2 ms
1408 bytes from 8.8.8.8: icmp_seq=380 ttl=117 time=27.8 ms
1408 bytes from 8.8.8.8: icmp_seq=381 ttl=117 time=62.3 ms
1408 bytes from 8.8.8.8: icmp_seq=382 ttl=117 time=45.9 ms
1408 bytes from 8.8.8.8: icmp_seq=383 ttl=117 time=84.0 ms
1408 bytes from 8.8.8.8: icmp_seq=384 ttl=117 time=39.3 ms
1408 bytes from 8.8.8.8: icmp_seq=385 ttl=117 time=38.4 ms
1408 bytes from 8.8.8.8: icmp_seq=386 ttl=117 time=46.3 ms
1408 bytes from 8.8.8.8: icmp_seq=387 ttl=117 time=49.0 ms
1408 bytes from 8.8.8.8: icmp_seq=388 ttl=117 time=40.0 ms
1408 bytes from 8.8.8.8: icmp_seq=389 ttl=117 time=39.4 ms
1408 bytes from 8.8.8.8: icmp_seq=390 ttl=117 time=48.1 ms
1408 bytes from 8.8.8.8: icmp_seq=391 ttl=117 time=32.3 ms
1408 bytes from 8.8.8.8: icmp_seq=392 ttl=117 time=46.1 ms
1408 bytes from 8.8.8.8: icmp_seq=393 ttl=117 time=24.7 ms
1408 bytes from 8.8.8.8: icmp_seq=394 ttl=117 time=29.5 ms
1408 bytes from 8.8.8.8: icmp_seq=395 ttl=117 time=29.0 ms
1408 bytes from 8.8.8.8: icmp_seq=396 ttl=117 time=33.2 ms
1408 bytes from 8.8.8.8: icmp_seq=397 ttl=117 time=37.0 ms
1408 bytes from 8.8.8.8: icmp_seq=398 ttl=117 time=28.9 ms
1408 bytes from 8.8.8.8: icmp_seq=399 ttl=117 time=30.8 ms
1408 bytes from 8.8.8.8: icmp_seq=400 ttl=117 time=27.8 ms
1408 bytes from 8.8.8.8: icmp_seq=401 ttl=117 time=34.3 ms
1408 bytes from 8.8.8.8: icmp_seq=402 ttl=117 time=56.3 ms
1408 bytes from 8.8.8.8: icmp_seq=403 ttl=117 time=47.2 ms
1408 bytes from 8.8.8.8: icmp_seq=404 ttl=117 time=28.9 ms
1408 bytes from 8.8.8.8: icmp_seq=405 ttl=117 time=43.2 ms
1408 bytes from 8.8.8.8: icmp_seq=406 ttl=117 time=44.5 ms
1408 bytes from 8.8.8.8: icmp_seq=407 ttl=117 time=35.8 ms
1408 bytes from 8.8.8.8: icmp_seq=408 ttl=117 time=27.0 ms
1408 bytes from 8.8.8.8: icmp_seq=409 ttl=117 time=36.7 ms
1408 bytes from 8.8.8.8: icmp_seq=410 ttl=117 time=26.0 ms
1408 bytes from 8.8.8.8: icmp_seq=411 ttl=117 time=29.9 ms
1408 bytes from 8.8.8.8: icmp_seq=412 ttl=117 time=74.4 ms
1408 bytes from 8.8.8.8: icmp_seq=413 ttl=117 time=43.1 ms
1408 bytes from 8.8.8.8: icmp_seq=414 ttl=117 time=43.0 ms
1408 bytes from 8.8.8.8: icmp_seq=415 ttl=117 time=71.4 ms
1408 bytes from 8.8.8.8: icmp_seq=416 ttl=117 time=117 ms
1408 bytes from 8.8.8.8: icmp_seq=417 ttl=117 time=98.8 ms
1408 bytes from 8.8.8.8: icmp_seq=418 ttl=117 time=44.0 ms
1408 bytes from 8.8.8.8: icmp_seq=419 ttl=117 time=50.2 ms
1408 bytes from 8.8.8.8: icmp_seq=420 ttl=117 time=36.6 ms
1408 bytes from 8.8.8.8: icmp_seq=421 ttl=117 time=34.5 ms
1408 bytes from 8.8.8.8: icmp_seq=422 ttl=117 time=89.3 ms
1408 bytes from 8.8.8.8: icmp_seq=423 ttl=117 time=41.3 ms
1408 bytes from 8.8.8.8: icmp_seq=424 ttl=117 time=40.4 ms
1408 bytes from 8.8.8.8: icmp_seq=425 ttl=117 time=39.1 ms
1408 bytes from 8.8.8.8: icmp_seq=426 ttl=117 time=45.4 ms
1408 bytes from 8.8.8.8: icmp_seq=427 ttl=117 time=29.2 ms
1408 bytes from 8.8.8.8: icmp_seq=428 ttl=117 time=48.3 ms
1408 bytes from 8.8.8.8: icmp_seq=429 ttl=117 time=52.2 ms
1408 bytes from 8.8.8.8: icmp_seq=430 ttl=117 time=45.9 ms
1408 bytes from 8.8.8.8: icmp_seq=431 ttl=117 time=46.4 ms
1408 bytes from 8.8.8.8: icmp_seq=432 ttl=117 time=33.4 ms
1408 bytes from 8.8.8.8: icmp_seq=433 ttl=117 time=51.6 ms
1408 bytes from 8.8.8.8: icmp_seq=434 ttl=117 time=53.5 ms
1408 bytes from 8.8.8.8: icmp_seq=435 ttl=117 time=31.6 ms
1408 bytes from 8.8.8.8: icmp_seq=436 ttl=117 time=38.8 ms
1408 bytes from 8.8.8.8: icmp_seq=437 ttl=117 time=53.2 ms
1408 bytes from 8.8.8.8: icmp_seq=438 ttl=117 time=52.1 ms
1408 bytes from 8.8.8.8: icmp_seq=439 ttl=117 time=41.4 ms
1408 bytes from 8.8.8.8: icmp_seq=440 ttl=117 time=40.3 ms
1408 bytes from 8.8.8.8: icmp_seq=441 ttl=117 time=35.0 ms
