Timestamp_Epoch,DateTime,Activity,State,Info
1775472838.600837518,2026-04-06 16:23:58.605,VoiceCall,START,Number=9310524847|Duration=30
1775472873.863122916,2026-04-06 16:24:33.864,VoiceCall,STOP,
