PING 8.8.8.8 (8.8.8.8) 1400(1428) bytes of data.
1408 bytes from 8.8.8.8: icmp_seq=117 ttl=116 time=151 ms
1408 bytes from 8.8.8.8: icmp_seq=118 ttl=116 time=291 ms
1408 bytes from 8.8.8.8: icmp_seq=119 ttl=116 time=225 ms
1408 bytes from 8.8.8.8: icmp_seq=120 ttl=116 time=236 ms
1408 bytes from 8.8.8.8: icmp_seq=121 ttl=116 time=251 ms
1408 bytes from 8.8.8.8: icmp_seq=122 ttl=116 time=205 ms
1408 bytes from 8.8.8.8: icmp_seq=123 ttl=116 time=163 ms
1408 bytes from 8.8.8.8: icmp_seq=124 ttl=116 time=49.4 ms
1408 bytes from 8.8.8.8: icmp_seq=125 ttl=116 time=45.2 ms
1408 bytes from 8.8.8.8: icmp_seq=126 ttl=116 time=255 ms
1408 bytes from 8.8.8.8: icmp_seq=127 ttl=116 time=393 ms
1408 bytes from 8.8.8.8: icmp_seq=128 ttl=116 time=354 ms
1408 bytes from 8.8.8.8: icmp_seq=129 ttl=116 time=286 ms
1408 bytes from 8.8.8.8: icmp_seq=130 ttl=116 time=270 ms
1408 bytes from 8.8.8.8: icmp_seq=131 ttl=116 time=82.1 ms
1408 bytes from 8.8.8.8: icmp_seq=132 ttl=116 time=51.0 ms
1408 bytes from 8.8.8.8: icmp_seq=133 ttl=116 time=54.1 ms
1408 bytes from 8.8.8.8: icmp_seq=134 ttl=116 time=141 ms
1408 bytes from 8.8.8.8: icmp_seq=135 ttl=116 time=106 ms
1408 bytes from 8.8.8.8: icmp_seq=136 ttl=116 time=143 ms
1408 bytes from 8.8.8.8: icmp_seq=137 ttl=116 time=27.3 ms
1408 bytes from 8.8.8.8: icmp_seq=138 ttl=116 time=37.7 ms
1408 bytes from 8.8.8.8: icmp_seq=139 ttl=116 time=38.8 ms
1408 bytes from 8.8.8.8: icmp_seq=140 ttl=116 time=42.3 ms
1408 bytes from 8.8.8.8: icmp_seq=141 ttl=116 time=30.9 ms
1408 bytes from 8.8.8.8: icmp_seq=142 ttl=116 time=56.4 ms
1408 bytes from 8.8.8.8: icmp_seq=143 ttl=116 time=32.9 ms
1408 bytes from 8.8.8.8: icmp_seq=144 ttl=116 time=68.5 ms
1408 bytes from 8.8.8.8: icmp_seq=145 ttl=116 time=27.2 ms
1408 bytes from 8.8.8.8: icmp_seq=146 ttl=116 time=105 ms
1408 bytes from 8.8.8.8: icmp_seq=147 ttl=116 time=57.3 ms
1408 bytes from 8.8.8.8: icmp_seq=148 ttl=116 time=68.0 ms
1408 bytes from 8.8.8.8: icmp_seq=149 ttl=116 time=47.3 ms
1408 bytes from 8.8.8.8: icmp_seq=150 ttl=116 time=48.2 ms
1408 bytes from 8.8.8.8: icmp_seq=151 ttl=116 time=27.2 ms
1408 bytes from 8.8.8.8: icmp_seq=152 ttl=116 time=27.0 ms
1408 bytes from 8.8.8.8: icmp_seq=153 ttl=116 time=29.1 ms
1408 bytes from 8.8.8.8: icmp_seq=154 ttl=116 time=49.0 ms
1408 bytes from 8.8.8.8: icmp_seq=155 ttl=116 time=41.3 ms
1408 bytes from 8.8.8.8: icmp_seq=156 ttl=116 time=52.6 ms
1408 bytes from 8.8.8.8: icmp_seq=157 ttl=116 time=50.5 ms
1408 bytes from 8.8.8.8: icmp_seq=158 ttl=116 time=32.8 ms
1408 bytes from 8.8.8.8: icmp_seq=159 ttl=116 time=57.5 ms
1408 bytes from 8.8.8.8: icmp_seq=160 ttl=116 time=35.8 ms
1408 bytes from 8.8.8.8: icmp_seq=161 ttl=116 time=50.3 ms
1408 bytes from 8.8.8.8: icmp_seq=162 ttl=116 time=38.8 ms
1408 bytes from 8.8.8.8: icmp_seq=163 ttl=116 time=136 ms
1408 bytes from 8.8.8.8: icmp_seq=164 ttl=116 time=28.9 ms
1408 bytes from 8.8.8.8: icmp_seq=165 ttl=116 time=30.4 ms
1408 bytes from 8.8.8.8: icmp_seq=166 ttl=116 time=28.1 ms
1408 bytes from 8.8.8.8: icmp_seq=167 ttl=116 time=28.0 ms
1408 bytes from 8.8.8.8: icmp_seq=168 ttl=116 time=27.3 ms
1408 bytes from 8.8.8.8: icmp_seq=169 ttl=116 time=71.7 ms
1408 bytes from 8.8.8.8: icmp_seq=170 ttl=116 time=25.6 ms
1408 bytes from 8.8.8.8: icmp_seq=171 ttl=116 time=161 ms
1408 bytes from 8.8.8.8: icmp_seq=172 ttl=116 time=30.5 ms
1408 bytes from 8.8.8.8: icmp_seq=173 ttl=116 time=29.0 ms
1408 bytes from 8.8.8.8: icmp_seq=174 ttl=116 time=41.1 ms
1408 bytes from 8.8.8.8: icmp_seq=175 ttl=116 time=28.0 ms
1408 bytes from 8.8.8.8: icmp_seq=176 ttl=116 time=57.4 ms
1408 bytes from 8.8.8.8: icmp_seq=177 ttl=116 time=25.6 ms
1408 bytes from 8.8.8.8: icmp_seq=178 ttl=116 time=46.3 ms
1408 bytes from 8.8.8.8: icmp_seq=179 ttl=116 time=38.3 ms
1408 bytes from 8.8.8.8: icmp_seq=180 ttl=116 time=39.2 ms
1408 bytes from 8.8.8.8: icmp_seq=181 ttl=116 time=39.7 ms
1408 bytes from 8.8.8.8: icmp_seq=182 ttl=116 time=29.6 ms
1408 bytes from 8.8.8.8: icmp_seq=183 ttl=116 time=23.9 ms
1408 bytes from 8.8.8.8: icmp_seq=184 ttl=116 time=28.9 ms
1408 bytes from 8.8.8.8: icmp_seq=185 ttl=116 time=29.2 ms
1408 bytes from 8.8.8.8: icmp_seq=186 ttl=116 time=59.1 ms
1408 bytes from 8.8.8.8: icmp_seq=187 ttl=116 time=26.2 ms
1408 bytes from 8.8.8.8: icmp_seq=188 ttl=116 time=51.7 ms
1408 bytes from 8.8.8.8: icmp_seq=189 ttl=116 time=29.6 ms
1408 bytes from 8.8.8.8: icmp_seq=190 ttl=116 time=79.9 ms
1408 bytes from 8.8.8.8: icmp_seq=191 ttl=116 time=39.2 ms
1408 bytes from 8.8.8.8: icmp_seq=192 ttl=116 time=26.4 ms
1408 bytes from 8.8.8.8: icmp_seq=193 ttl=116 time=28.1 ms
1408 bytes from 8.8.8.8: icmp_seq=194 ttl=116 time=103 ms
1408 bytes from 8.8.8.8: icmp_seq=195 ttl=116 time=35.4 ms
1408 bytes from 8.8.8.8: icmp_seq=196 ttl=116 time=48.4 ms
1408 bytes from 8.8.8.8: icmp_seq=197 ttl=116 time=65.8 ms
1408 bytes from 8.8.8.8: icmp_seq=198 ttl=116 time=97.1 ms
1408 bytes from 8.8.8.8: icmp_seq=199 ttl=116 time=92.8 ms
1408 bytes from 8.8.8.8: icmp_seq=200 ttl=116 time=56.3 ms
1408 bytes from 8.8.8.8: icmp_seq=201 ttl=116 time=46.5 ms
1408 bytes from 8.8.8.8: icmp_seq=202 ttl=116 time=27.2 ms
1408 bytes from 8.8.8.8: icmp_seq=203 ttl=116 time=130 ms
1408 bytes from 8.8.8.8: icmp_seq=204 ttl=116 time=26.3 ms
1408 bytes from 8.8.8.8: icmp_seq=205 ttl=116 time=45.8 ms
1408 bytes from 8.8.8.8: icmp_seq=206 ttl=116 time=57.6 ms
1408 bytes from 8.8.8.8: icmp_seq=207 ttl=116 time=151 ms
1408 bytes from 8.8.8.8: icmp_seq=208 ttl=116 time=99.8 ms
1408 bytes from 8.8.8.8: icmp_seq=209 ttl=116 time=36.3 ms
1408 bytes from 8.8.8.8: icmp_seq=210 ttl=116 time=55.9 ms
1408 bytes from 8.8.8.8: icmp_seq=211 ttl=116 time=33.0 ms
1408 bytes from 8.8.8.8: icmp_seq=212 ttl=116 time=153 ms
1408 bytes from 8.8.8.8: icmp_seq=213 ttl=116 time=24.5 ms
1408 bytes from 8.8.8.8: icmp_seq=214 ttl=116 time=168 ms
1408 bytes from 8.8.8.8: icmp_seq=215 ttl=116 time=150 ms
1408 bytes from 8.8.8.8: icmp_seq=216 ttl=116 time=37.5 ms
1408 bytes from 8.8.8.8: icmp_seq=217 ttl=116 time=283 ms
1408 bytes from 8.8.8.8: icmp_seq=218 ttl=116 time=254 ms
1408 bytes from 8.8.8.8: icmp_seq=219 ttl=116 time=96.2 ms
1408 bytes from 8.8.8.8: icmp_seq=220 ttl=116 time=157 ms
1408 bytes from 8.8.8.8: icmp_seq=221 ttl=116 time=27.4 ms
1408 bytes from 8.8.8.8: icmp_seq=222 ttl=116 time=26.9 ms
1408 bytes from 8.8.8.8: icmp_seq=223 ttl=116 time=523 ms
1408 bytes from 8.8.8.8: icmp_seq=224 ttl=116 time=339 ms
1408 bytes from 8.8.8.8: icmp_seq=225 ttl=116 time=318 ms
1408 bytes from 8.8.8.8: icmp_seq=226 ttl=116 time=258 ms
1408 bytes from 8.8.8.8: icmp_seq=227 ttl=116 time=63.0 ms
1408 bytes from 8.8.8.8: icmp_seq=228 ttl=116 time=31.0 ms
1408 bytes from 8.8.8.8: icmp_seq=229 ttl=116 time=143 ms
1408 bytes from 8.8.8.8: icmp_seq=230 ttl=116 time=272 ms
1408 bytes from 8.8.8.8: icmp_seq=231 ttl=116 time=171 ms
1408 bytes from 8.8.8.8: icmp_seq=232 ttl=116 time=138 ms
1408 bytes from 8.8.8.8: icmp_seq=233 ttl=116 time=66.4 ms
1408 bytes from 8.8.8.8: icmp_seq=234 ttl=116 time=54.7 ms
1408 bytes from 8.8.8.8: icmp_seq=235 ttl=116 time=58.9 ms
1408 bytes from 8.8.8.8: icmp_seq=236 ttl=116 time=34.8 ms
1408 bytes from 8.8.8.8: icmp_seq=237 ttl=116 time=40.5 ms
1408 bytes from 8.8.8.8: icmp_seq=238 ttl=116 time=39.1 ms
1408 bytes from 8.8.8.8: icmp_seq=239 ttl=116 time=25.6 ms
1408 bytes from 8.8.8.8: icmp_seq=240 ttl=116 time=57.7 ms
1408 bytes from 8.8.8.8: icmp_seq=241 ttl=116 time=48.5 ms
