PING 8.8.8.8 (8.8.8.8) 1400(1428) bytes of data.
1408 bytes from 8.8.8.8: icmp_seq=343 ttl=116 time=42.3 ms
1408 bytes from 8.8.8.8: icmp_seq=344 ttl=116 time=60.1 ms
1408 bytes from 8.8.8.8: icmp_seq=345 ttl=116 time=32.8 ms
1408 bytes from 8.8.8.8: icmp_seq=346 ttl=116 time=38.5 ms
1408 bytes from 8.8.8.8: icmp_seq=347 ttl=116 time=33.2 ms
1408 bytes from 8.8.8.8: icmp_seq=348 ttl=116 time=29.6 ms
1408 bytes from 8.8.8.8: icmp_seq=349 ttl=116 time=38.0 ms
1408 bytes from 8.8.8.8: icmp_seq=350 ttl=116 time=30.2 ms
1408 bytes from 8.8.8.8: icmp_seq=351 ttl=116 time=29.6 ms
1408 bytes from 8.8.8.8: icmp_seq=352 ttl=116 time=27.6 ms
1408 bytes from 8.8.8.8: icmp_seq=353 ttl=116 time=36.0 ms
1408 bytes from 8.8.8.8: icmp_seq=354 ttl=116 time=25.9 ms
1408 bytes from 8.8.8.8: icmp_seq=355 ttl=116 time=29.1 ms
1408 bytes from 8.8.8.8: icmp_seq=356 ttl=116 time=31.1 ms
1408 bytes from 8.8.8.8: icmp_seq=357 ttl=116 time=37.4 ms
1408 bytes from 8.8.8.8: icmp_seq=358 ttl=116 time=26.9 ms
1408 bytes from 8.8.8.8: icmp_seq=359 ttl=116 time=38.1 ms
1408 bytes from 8.8.8.8: icmp_seq=360 ttl=116 time=36.1 ms
1408 bytes from 8.8.8.8: icmp_seq=361 ttl=116 time=29.2 ms
1408 bytes from 8.8.8.8: icmp_seq=362 ttl=116 time=28.1 ms
1408 bytes from 8.8.8.8: icmp_seq=363 ttl=116 time=31.2 ms
1408 bytes from 8.8.8.8: icmp_seq=364 ttl=116 time=26.3 ms
1408 bytes from 8.8.8.8: icmp_seq=365 ttl=116 time=40.9 ms
1408 bytes from 8.8.8.8: icmp_seq=366 ttl=116 time=38.9 ms
1408 bytes from 8.8.8.8: icmp_seq=367 ttl=116 time=46.6 ms
1408 bytes from 8.8.8.8: icmp_seq=368 ttl=116 time=39.9 ms
1408 bytes from 8.8.8.8: icmp_seq=369 ttl=116 time=37.0 ms
1408 bytes from 8.8.8.8: icmp_seq=370 ttl=116 time=37.1 ms
1408 bytes from 8.8.8.8: icmp_seq=371 ttl=116 time=36.0 ms
1408 bytes from 8.8.8.8: icmp_seq=372 ttl=116 time=34.3 ms
1408 bytes from 8.8.8.8: icmp_seq=373 ttl=116 time=33.1 ms
1408 bytes from 8.8.8.8: icmp_seq=374 ttl=116 time=25.2 ms
1408 bytes from 8.8.8.8: icmp_seq=375 ttl=116 time=25.8 ms
1408 bytes from 8.8.8.8: icmp_seq=376 ttl=116 time=31.0 ms
1408 bytes from 8.8.8.8: icmp_seq=377 ttl=116 time=37.5 ms
1408 bytes from 8.8.8.8: icmp_seq=378 ttl=116 time=28.0 ms
1408 bytes from 8.8.8.8: icmp_seq=379 ttl=116 time=26.2 ms
1408 bytes from 8.8.8.8: icmp_seq=380 ttl=116 time=29.9 ms
1408 bytes from 8.8.8.8: icmp_seq=381 ttl=116 time=29.1 ms
1408 bytes from 8.8.8.8: icmp_seq=382 ttl=116 time=28.2 ms
1408 bytes from 8.8.8.8: icmp_seq=383 ttl=116 time=35.2 ms
1408 bytes from 8.8.8.8: icmp_seq=384 ttl=116 time=28.4 ms
1408 bytes from 8.8.8.8: icmp_seq=385 ttl=116 time=27.6 ms
1408 bytes from 8.8.8.8: icmp_seq=386 ttl=116 time=29.6 ms
1408 bytes from 8.8.8.8: icmp_seq=387 ttl=116 time=28.2 ms
1408 bytes from 8.8.8.8: icmp_seq=388 ttl=116 time=36.1 ms
1408 bytes from 8.8.8.8: icmp_seq=389 ttl=116 time=37.1 ms
1408 bytes from 8.8.8.8: icmp_seq=390 ttl=116 time=32.9 ms
1408 bytes from 8.8.8.8: icmp_seq=391 ttl=116 time=33.6 ms
1408 bytes from 8.8.8.8: icmp_seq=392 ttl=116 time=30.5 ms
1408 bytes from 8.8.8.8: icmp_seq=393 ttl=116 time=37.3 ms
1408 bytes from 8.8.8.8: icmp_seq=394 ttl=116 time=35.8 ms
1408 bytes from 8.8.8.8: icmp_seq=395 ttl=116 time=29.0 ms
1408 bytes from 8.8.8.8: icmp_seq=396 ttl=116 time=27.3 ms
1408 bytes from 8.8.8.8: icmp_seq=397 ttl=116 time=31.2 ms
1408 bytes from 8.8.8.8: icmp_seq=398 ttl=116 time=20.6 ms
1408 bytes from 8.8.8.8: icmp_seq=399 ttl=116 time=29.5 ms
1408 bytes from 8.8.8.8: icmp_seq=400 ttl=116 time=32.7 ms
1408 bytes from 8.8.8.8: icmp_seq=401 ttl=116 time=33.3 ms
1408 bytes from 8.8.8.8: icmp_seq=402 ttl=116 time=25.3 ms
1408 bytes from 8.8.8.8: icmp_seq=403 ttl=116 time=26.0 ms
1408 bytes from 8.8.8.8: icmp_seq=404 ttl=116 time=35.6 ms
1408 bytes from 8.8.8.8: icmp_seq=405 ttl=116 time=31.8 ms
1408 bytes from 8.8.8.8: icmp_seq=406 ttl=116 time=26.7 ms
1408 bytes from 8.8.8.8: icmp_seq=407 ttl=116 time=38.5 ms
1408 bytes from 8.8.8.8: icmp_seq=408 ttl=116 time=24.9 ms
1408 bytes from 8.8.8.8: icmp_seq=409 ttl=116 time=29.6 ms
1408 bytes from 8.8.8.8: icmp_seq=410 ttl=116 time=33.0 ms
1408 bytes from 8.8.8.8: icmp_seq=411 ttl=116 time=40.2 ms
1408 bytes from 8.8.8.8: icmp_seq=412 ttl=116 time=27.6 ms
1408 bytes from 8.8.8.8: icmp_seq=413 ttl=116 time=44.1 ms
1408 bytes from 8.8.8.8: icmp_seq=414 ttl=116 time=26.2 ms
1408 bytes from 8.8.8.8: icmp_seq=415 ttl=116 time=25.0 ms
1408 bytes from 8.8.8.8: icmp_seq=416 ttl=116 time=119 ms
1408 bytes from 8.8.8.8: icmp_seq=417 ttl=116 time=35.1 ms
1408 bytes from 8.8.8.8: icmp_seq=418 ttl=116 time=50.4 ms
1408 bytes from 8.8.8.8: icmp_seq=419 ttl=116 time=55.1 ms
1408 bytes from 8.8.8.8: icmp_seq=420 ttl=116 time=32.0 ms
1408 bytes from 8.8.8.8: icmp_seq=421 ttl=116 time=31.4 ms
1408 bytes from 8.8.8.8: icmp_seq=422 ttl=116 time=34.1 ms
1408 bytes from 8.8.8.8: icmp_seq=423 ttl=116 time=44.5 ms
1408 bytes from 8.8.8.8: icmp_seq=424 ttl=116 time=28.1 ms
1408 bytes from 8.8.8.8: icmp_seq=425 ttl=116 time=26.1 ms
1408 bytes from 8.8.8.8: icmp_seq=426 ttl=116 time=18.3 ms
1408 bytes from 8.8.8.8: icmp_seq=427 ttl=116 time=28.2 ms
1408 bytes from 8.8.8.8: icmp_seq=428 ttl=116 time=25.2 ms
1408 bytes from 8.8.8.8: icmp_seq=429 ttl=116 time=23.3 ms
1408 bytes from 8.8.8.8: icmp_seq=430 ttl=116 time=30.0 ms
1408 bytes from 8.8.8.8: icmp_seq=431 ttl=116 time=32.2 ms
1408 bytes from 8.8.8.8: icmp_seq=432 ttl=116 time=26.5 ms
1408 bytes from 8.8.8.8: icmp_seq=433 ttl=116 time=26.2 ms
